Design smell,Namespace,Class,File,Cause
Unnecessary Abstraction,Raconteur.Helpers,Languages,D:\research\architectureSmells\repos\limadelic_raconteur\dotNet\Raconteur\Helpers\Languages.cs,The tool detected the smell in this class because the class contains only a few data members without any method implementation' that indicates that the abstraction might not be required. Following fields and properties are declared in this class: ' In
Unutilized Abstraction,Raconteur.Helpers,LinqExtensions,D:\research\architectureSmells\repos\limadelic_raconteur\dotNet\Raconteur\Helpers\LinqExtensions.cs,The tool detected the smell in this class because this class is potentially unused.   (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Unutilized Abstraction,Raconteur.Helpers,NumericExtensions,D:\research\architectureSmells\repos\limadelic_raconteur\dotNet\Raconteur\Helpers\NumericExtensions.cs,The tool detected the smell in this class because this class is potentially unused.   (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Unutilized Abstraction,Raconteur.Helpers,ProjectEx,D:\research\architectureSmells\repos\limadelic_raconteur\dotNet\Raconteur\Helpers\ProjectEx.cs,The tool detected the smell in this class because this class is potentially unused.   (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Unnecessary Abstraction,Raconteur.Helpers,Setting,D:\research\architectureSmells\repos\limadelic_raconteur\dotNet\Raconteur\Helpers\Settings.cs,The tool detected the smell in this class because the class contains only a few data members without any method implementation' that indicates that the abstraction might not be required. Following fields and properties are declared in this class: ' XUnit' Language' StepDefinitions' Libraries
Unutilized Abstraction,Raconteur.Helpers,StringEx,D:\research\architectureSmells\repos\limadelic_raconteur\dotNet\Raconteur\Helpers\StringEx.cs,The tool detected the smell in this class because this class is potentially unused.   (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Unutilized Abstraction,Raconteur.Helpers,SyntaxExtensions,D:\research\architectureSmells\repos\limadelic_raconteur\dotNet\Raconteur\Helpers\SyntaxExtensions.cs,The tool detected the smell in this class because this class is potentially unused.   (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Unutilized Abstraction,Raconteur.Helpers,XmlDocument,D:\research\architectureSmells\repos\limadelic_raconteur\dotNet\Raconteur\Helpers\XmlDocument.cs,The tool detected the smell in this class because this class is potentially unused.   (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Unnecessary Abstraction,Raconteur.Helpers,XUnits,D:\research\architectureSmells\repos\limadelic_raconteur\dotNet\Raconteur\Helpers\XUnits.cs,The tool detected the smell in this class because the class contains only a few data members without any method implementation' that indicates that the abstraction might not be required. Following fields and properties are declared in this class: ' Framework
Unnecessary Abstraction,Raconteur,InvalidFeature,D:\research\architectureSmells\repos\limadelic_raconteur\dotNet\Raconteur\Feature.cs,The tool detected the smell in this class because the class contains only a few data members without any method implementation' that indicates that the abstraction might not be required. Following fields and properties are declared in this class: Reason
Feature Envy,Raconteur.Parsers,FeatureParserClass,D:\research\architectureSmells\repos\limadelic_raconteur\dotNet\Raconteur\Parsers\FeatureParser.cs,The tool detected the smell because a method in this type accesses members from another type more than the members from its own type. The method causing this smell is: ParseFeature which is more interested in members of the type: Feature
Deficient Encapsulation,Raconteur.Compilers,StepCompiler,D:\research\architectureSmells\repos\limadelic_raconteur\dotNet\Raconteur\Compilers\StepCompiler.cs,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: Method' Step
Deficient Encapsulation,Raconteur.Generators.Steps,StepGenerator,D:\research\architectureSmells\repos\limadelic_raconteur\dotNet\Raconteur\Generators\Steps\StepGenerator.cs,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: Row
Deficient Encapsulation,Raconteur.Helpers,RunnerFileWatcher,D:\research\architectureSmells\repos\limadelic_raconteur\dotNet\Raconteur\Helpers\RunnerFileWatcher.cs,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: Timeout
Deficient Encapsulation,Raconteur.Helpers,RunnerFileWatcher,D:\research\architectureSmells\repos\limadelic_raconteur\dotNet\Raconteur\Helpers\RunnerFileWatcher.cs,The tool detected the smell in this class because the class declares global (public static) fields. Following fields are declared with public static modifiers: Timeout
Deficient Encapsulation,Raconteur.Helpers,Language,D:\research\architectureSmells\repos\limadelic_raconteur\dotNet\Raconteur\Helpers\Languages.cs,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: Name' Native' Feature' Using' Background' Scenario' ScenarioOutline' Examples
Deficient Encapsulation,Raconteur.Helpers,Setting,D:\research\architectureSmells\repos\limadelic_raconteur\dotNet\Raconteur\Helpers\Settings.cs,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: XUnit' Language' StepDefinitions' Libraries
Deficient Encapsulation,Raconteur.Helpers,XUnit,D:\research\architectureSmells\repos\limadelic_raconteur\dotNet\Raconteur\Helpers\XUnits.cs,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: Name' Namespace' ClassAttr' MethodAttr' Category' Ignore' IgnoreWithReason
Deficient Encapsulation,Raconteur.IDE,Project,D:\research\architectureSmells\repos\limadelic_raconteur\dotNet\Raconteur\IDE\Project.cs,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: DTEProject
Deficient Encapsulation,Raconteur,Step,D:\research\architectureSmells\repos\limadelic_raconteur\dotNet\Raconteur\Step.cs,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: Type
Deficient Encapsulation,Raconteur.Parsers,ScenarioParserClass,D:\research\architectureSmells\repos\limadelic_raconteur\dotNet\Raconteur\Parsers\ScenarioParser.cs,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: Definition
Deficient Encapsulation,Raconteur.Parsers,ScenarioTokenizerClass,D:\research\architectureSmells\repos\limadelic_raconteur\dotNet\Raconteur\Parsers\ScenarioTokenizer.cs,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: Content
Broken Modularization,Raconteur.Helpers,RegexExpressions,D:\research\architectureSmells\repos\limadelic_raconteur\dotNet\Raconteur\Helpers\RegexExpressions.cs,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields and properties are declared in this class: FeatureDefinition' UsingStatement' Punctuation' NamespaceDeclaration' PartialClassDeclaration
Broken Modularization,Raconteur.Helpers,Language,D:\research\architectureSmells\repos\limadelic_raconteur\dotNet\Raconteur\Helpers\Languages.cs,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields and properties are declared in this class: Keywords' Name' Native' Feature' Using' Background' Scenario' ScenarioOutline' Examples
Insufficient Modularization,Raconteur.Helpers,StringEx,D:\research\architectureSmells\repos\limadelic_raconteur\dotNet\Raconteur\Helpers\StringEx.cs,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 20 public methods
Broken Modularization,Raconteur.Helpers,XUnit,D:\research\architectureSmells\repos\limadelic_raconteur\dotNet\Raconteur\Helpers\XUnits.cs,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields and properties are declared in this class: ' Name' Namespace' ClassAttr' MethodAttr' Category' Ignore' IgnoreWithReason
Cyclically-dependent Modularization,Raconteur.Generators,RaconteurGeneratorClass,D:\research\architectureSmells\repos\limadelic_raconteur\dotNet\Raconteur\Generators\RaconteurGenerator.cs,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: Raconteur.Generators.RaconteurGeneratorClass' Raconteur.Helpers.ObjectFactory
Cyclically-dependent Modularization,Raconteur.IDE,Project,D:\research\architectureSmells\repos\limadelic_raconteur\dotNet\Raconteur\IDE\Project.cs,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: Raconteur.IDE.Project' Raconteur.IDE.SettingsLoader
Cyclically-dependent Modularization,Raconteur,Feature,D:\research\architectureSmells\repos\limadelic_raconteur\dotNet\Raconteur\Feature.cs,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: Raconteur.Feature' Raconteur.Step
Cyclically-dependent Modularization,Raconteur,StepImplementation,D:\research\architectureSmells\repos\limadelic_raconteur\dotNet\Raconteur\StepImplementation.cs,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: Raconteur.StepImplementation' Raconteur.Step
Cyclically-dependent Modularization,Raconteur.Refactoring,RenameStep,D:\research\architectureSmells\repos\limadelic_raconteur\dotNet\Raconteur\Refactoring\RenameStep.cs,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: Raconteur.Refactoring.RenameStep' Raconteur.Helpers.ObjectFactory
Cyclically-dependent Modularization,Raconteur.Generators,ScenarioGenerator,D:\research\architectureSmells\repos\limadelic_raconteur\dotNet\Raconteur\Generators\ScenarioGenerator.cs,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: Raconteur.Generators.ScenarioGenerator' Raconteur.Generators.RunnerGenerator' Raconteur.Helpers.ObjectFactory
Cyclically-dependent Modularization,Raconteur,Feature,D:\research\architectureSmells\repos\limadelic_raconteur\dotNet\Raconteur\Feature.cs,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: Raconteur.Feature' Raconteur.Step' Raconteur.Scenario
Cyclically-dependent Modularization,Raconteur,Feature,D:\research\architectureSmells\repos\limadelic_raconteur\dotNet\Raconteur\Feature.cs,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: Raconteur.Feature' Raconteur.Step' Raconteur.StepImplementation
Cyclically-dependent Modularization,Raconteur.Refactoring,RenameStep,D:\research\architectureSmells\repos\limadelic_raconteur\dotNet\Raconteur\Refactoring\RenameStep.cs,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: Raconteur.Refactoring.RenameStep' Raconteur.Helpers.ObjectFactory' Raconteur.Generators.RaconteurGeneratorClass
Cyclically-dependent Modularization,Raconteur.Generators,ScenarioGenerator,D:\research\architectureSmells\repos\limadelic_raconteur\dotNet\Raconteur\Generators\ScenarioGenerator.cs,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: Raconteur.Generators.ScenarioGenerator' Raconteur.Generators.RunnerGenerator' Raconteur.Generators.RaconteurGeneratorClass' Raconteur.Helpers.ObjectFactory
Cyclically-dependent Modularization,Raconteur,Feature,D:\research\architectureSmells\repos\limadelic_raconteur\dotNet\Raconteur\Feature.cs,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: Raconteur.Feature' Raconteur.Step' Raconteur.StepImplementation' Raconteur.Scenario
Cyclically-dependent Modularization,Raconteur.Refactoring,RenameStep,D:\research\architectureSmells\repos\limadelic_raconteur\dotNet\Raconteur\Refactoring\RenameStep.cs,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: Raconteur.Refactoring.RenameStep' Raconteur.Helpers.ObjectFactory' Raconteur.Generators.ScenarioGenerator' Raconteur.Generators.RunnerGenerator
Broken Hierarchy,Raconteur,InvalidFeature,D:\research\architectureSmells\repos\limadelic_raconteur\dotNet\Raconteur\Feature.cs,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): Raconteur.Feature
