Implementation smell,Namespace,Class,File,Method,Description
Magic Number,TiltMotor,MainWindow,F:\newReposMay17\geis_KinectSDKBook4CS\1_basic\TiltMotor\MainWindow.xaml.cs,kinect_DepthFrameReady,The following statement contains a magic number: using (DepthImageFrame depthFrame = e.OpenDepthImageFrame ()) {  	if (depthFrame != null) {  		// 距離データを画像化して表示  		imageDepth.Source = BitmapSource.Create (depthFrame.Width' depthFrame.Height' 96' 96' PixelFormats.Bgr32' null' ConvertDepthColor (kinect' depthFrame)' depthFrame.Width * Bgr32BytesPerPixel);  	}  }  
Magic Number,TiltMotor,MainWindow,F:\newReposMay17\geis_KinectSDKBook4CS\1_basic\TiltMotor\MainWindow.xaml.cs,kinect_DepthFrameReady,The following statement contains a magic number: using (DepthImageFrame depthFrame = e.OpenDepthImageFrame ()) {  	if (depthFrame != null) {  		// 距離データを画像化して表示  		imageDepth.Source = BitmapSource.Create (depthFrame.Width' depthFrame.Height' 96' 96' PixelFormats.Bgr32' null' ConvertDepthColor (kinect' depthFrame)' depthFrame.Width * Bgr32BytesPerPixel);  	}  }  
Magic Number,TiltMotor,MainWindow,F:\newReposMay17\geis_KinectSDKBook4CS\1_basic\TiltMotor\MainWindow.xaml.cs,kinect_DepthFrameReady,The following statement contains a magic number: if (depthFrame != null) {  	// 距離データを画像化して表示  	imageDepth.Source = BitmapSource.Create (depthFrame.Width' depthFrame.Height' 96' 96' PixelFormats.Bgr32' null' ConvertDepthColor (kinect' depthFrame)' depthFrame.Width * Bgr32BytesPerPixel);  }  
Magic Number,TiltMotor,MainWindow,F:\newReposMay17\geis_KinectSDKBook4CS\1_basic\TiltMotor\MainWindow.xaml.cs,kinect_DepthFrameReady,The following statement contains a magic number: if (depthFrame != null) {  	// 距離データを画像化して表示  	imageDepth.Source = BitmapSource.Create (depthFrame.Width' depthFrame.Height' 96' 96' PixelFormats.Bgr32' null' ConvertDepthColor (kinect' depthFrame)' depthFrame.Width * Bgr32BytesPerPixel);  }  
Magic Number,TiltMotor,MainWindow,F:\newReposMay17\geis_KinectSDKBook4CS\1_basic\TiltMotor\MainWindow.xaml.cs,kinect_DepthFrameReady,The following statement contains a magic number: imageDepth.Source = BitmapSource.Create (depthFrame.Width' depthFrame.Height' 96' 96' PixelFormats.Bgr32' null' ConvertDepthColor (kinect' depthFrame)' depthFrame.Width * Bgr32BytesPerPixel);  
Magic Number,TiltMotor,MainWindow,F:\newReposMay17\geis_KinectSDKBook4CS\1_basic\TiltMotor\MainWindow.xaml.cs,kinect_DepthFrameReady,The following statement contains a magic number: imageDepth.Source = BitmapSource.Create (depthFrame.Width' depthFrame.Height' 96' 96' PixelFormats.Bgr32' null' ConvertDepthColor (kinect' depthFrame)' depthFrame.Width * Bgr32BytesPerPixel);  
Magic Number,TiltMotor,MainWindow,F:\newReposMay17\geis_KinectSDKBook4CS\1_basic\TiltMotor\MainWindow.xaml.cs,DrawEllipse,The following statement contains a magic number: canvasSkeleton.Children.Add (new Ellipse () {  	Fill = new SolidColorBrush (Colors.Red)'  	Margin = new Thickness (point.X - R' point.Y - R' 0' 0)'  	Width = R * 2'  	Height = R * 2'  });  
Magic Number,TiltMotor,MainWindow,F:\newReposMay17\geis_KinectSDKBook4CS\1_basic\TiltMotor\MainWindow.xaml.cs,DrawEllipse,The following statement contains a magic number: canvasSkeleton.Children.Add (new Ellipse () {  	Fill = new SolidColorBrush (Colors.Red)'  	Margin = new Thickness (point.X - R' point.Y - R' 0' 0)'  	Width = R * 2'  	Height = R * 2'  });  
Magic Number,TiltMotor,MainWindow,F:\newReposMay17\geis_KinectSDKBook4CS\1_basic\TiltMotor\MainWindow.xaml.cs,ConvertDepthColor,The following statement contains a magic number: for (int index = 0; index < depthPixel.Length; index++) {  	// 距離カメラのデータから、プレイヤーIDと距離を取得する  	int player = depthPixel [index] & DepthImageFrame.PlayerIndexBitmask;  	int distance = depthPixel [index] >> DepthImageFrame.PlayerIndexBitmaskWidth;  	// 変換した結果が、フレームサイズを超えることがあるため、小さいほうを使う  	int x = Math.Min (colorPoint [index].X' colorStream.FrameWidth - 1);  	int y = Math.Min (colorPoint [index].Y' colorStream.FrameHeight - 1);  	int colorIndex = ((y * depthFrame.Width) + x) * Bgr32BytesPerPixel;  	// プレイヤーがいるピクセルの場合  	if (player != 0) {  		depthColor [colorIndex] = 255;  		depthColor [colorIndex + 1] = 255;  		depthColor [colorIndex + 2] = 255;  	} // プレイヤーではないピクセルの場合  	else {  		// サポート外 0-40cm  		if (distance == depthStream.UnknownDepth) {  			depthColor [colorIndex] = 0;  			depthColor [colorIndex + 1] = 0;  			depthColor [colorIndex + 2] = 255;  		} // 近すぎ 40cm-80cm(default mode)  		else if (distance == depthStream.TooNearDepth) {  			depthColor [colorIndex] = 0;  			depthColor [colorIndex + 1] = 255;  			depthColor [colorIndex + 2] = 0;  		} // 遠すぎ 3m(Near)'4m(Default)-8m  		else if (distance == depthStream.TooFarDepth) {  			depthColor [colorIndex] = 255;  			depthColor [colorIndex + 1] = 0;  			depthColor [colorIndex + 2] = 0;  		} // 有効な距離データ  		else {  			depthColor [colorIndex] = 0;  			depthColor [colorIndex + 1] = 255;  			depthColor [colorIndex + 2] = 255;  		}  	}  }  
Magic Number,TiltMotor,MainWindow,F:\newReposMay17\geis_KinectSDKBook4CS\1_basic\TiltMotor\MainWindow.xaml.cs,ConvertDepthColor,The following statement contains a magic number: for (int index = 0; index < depthPixel.Length; index++) {  	// 距離カメラのデータから、プレイヤーIDと距離を取得する  	int player = depthPixel [index] & DepthImageFrame.PlayerIndexBitmask;  	int distance = depthPixel [index] >> DepthImageFrame.PlayerIndexBitmaskWidth;  	// 変換した結果が、フレームサイズを超えることがあるため、小さいほうを使う  	int x = Math.Min (colorPoint [index].X' colorStream.FrameWidth - 1);  	int y = Math.Min (colorPoint [index].Y' colorStream.FrameHeight - 1);  	int colorIndex = ((y * depthFrame.Width) + x) * Bgr32BytesPerPixel;  	// プレイヤーがいるピクセルの場合  	if (player != 0) {  		depthColor [colorIndex] = 255;  		depthColor [colorIndex + 1] = 255;  		depthColor [colorIndex + 2] = 255;  	} // プレイヤーではないピクセルの場合  	else {  		// サポート外 0-40cm  		if (distance == depthStream.UnknownDepth) {  			depthColor [colorIndex] = 0;  			depthColor [colorIndex + 1] = 0;  			depthColor [colorIndex + 2] = 255;  		} // 近すぎ 40cm-80cm(default mode)  		else if (distance == depthStream.TooNearDepth) {  			depthColor [colorIndex] = 0;  			depthColor [colorIndex + 1] = 255;  			depthColor [colorIndex + 2] = 0;  		} // 遠すぎ 3m(Near)'4m(Default)-8m  		else if (distance == depthStream.TooFarDepth) {  			depthColor [colorIndex] = 255;  			depthColor [colorIndex + 1] = 0;  			depthColor [colorIndex + 2] = 0;  		} // 有効な距離データ  		else {  			depthColor [colorIndex] = 0;  			depthColor [colorIndex + 1] = 255;  			depthColor [colorIndex + 2] = 255;  		}  	}  }  
Magic Number,TiltMotor,MainWindow,F:\newReposMay17\geis_KinectSDKBook4CS\1_basic\TiltMotor\MainWindow.xaml.cs,ConvertDepthColor,The following statement contains a magic number: for (int index = 0; index < depthPixel.Length; index++) {  	// 距離カメラのデータから、プレイヤーIDと距離を取得する  	int player = depthPixel [index] & DepthImageFrame.PlayerIndexBitmask;  	int distance = depthPixel [index] >> DepthImageFrame.PlayerIndexBitmaskWidth;  	// 変換した結果が、フレームサイズを超えることがあるため、小さいほうを使う  	int x = Math.Min (colorPoint [index].X' colorStream.FrameWidth - 1);  	int y = Math.Min (colorPoint [index].Y' colorStream.FrameHeight - 1);  	int colorIndex = ((y * depthFrame.Width) + x) * Bgr32BytesPerPixel;  	// プレイヤーがいるピクセルの場合  	if (player != 0) {  		depthColor [colorIndex] = 255;  		depthColor [colorIndex + 1] = 255;  		depthColor [colorIndex + 2] = 255;  	} // プレイヤーではないピクセルの場合  	else {  		// サポート外 0-40cm  		if (distance == depthStream.UnknownDepth) {  			depthColor [colorIndex] = 0;  			depthColor [colorIndex + 1] = 0;  			depthColor [colorIndex + 2] = 255;  		} // 近すぎ 40cm-80cm(default mode)  		else if (distance == depthStream.TooNearDepth) {  			depthColor [colorIndex] = 0;  			depthColor [colorIndex + 1] = 255;  			depthColor [colorIndex + 2] = 0;  		} // 遠すぎ 3m(Near)'4m(Default)-8m  		else if (distance == depthStream.TooFarDepth) {  			depthColor [colorIndex] = 255;  			depthColor [colorIndex + 1] = 0;  			depthColor [colorIndex + 2] = 0;  		} // 有効な距離データ  		else {  			depthColor [colorIndex] = 0;  			depthColor [colorIndex + 1] = 255;  			depthColor [colorIndex + 2] = 255;  		}  	}  }  
Magic Number,TiltMotor,MainWindow,F:\newReposMay17\geis_KinectSDKBook4CS\1_basic\TiltMotor\MainWindow.xaml.cs,ConvertDepthColor,The following statement contains a magic number: for (int index = 0; index < depthPixel.Length; index++) {  	// 距離カメラのデータから、プレイヤーIDと距離を取得する  	int player = depthPixel [index] & DepthImageFrame.PlayerIndexBitmask;  	int distance = depthPixel [index] >> DepthImageFrame.PlayerIndexBitmaskWidth;  	// 変換した結果が、フレームサイズを超えることがあるため、小さいほうを使う  	int x = Math.Min (colorPoint [index].X' colorStream.FrameWidth - 1);  	int y = Math.Min (colorPoint [index].Y' colorStream.FrameHeight - 1);  	int colorIndex = ((y * depthFrame.Width) + x) * Bgr32BytesPerPixel;  	// プレイヤーがいるピクセルの場合  	if (player != 0) {  		depthColor [colorIndex] = 255;  		depthColor [colorIndex + 1] = 255;  		depthColor [colorIndex + 2] = 255;  	} // プレイヤーではないピクセルの場合  	else {  		// サポート外 0-40cm  		if (distance == depthStream.UnknownDepth) {  			depthColor [colorIndex] = 0;  			depthColor [colorIndex + 1] = 0;  			depthColor [colorIndex + 2] = 255;  		} // 近すぎ 40cm-80cm(default mode)  		else if (distance == depthStream.TooNearDepth) {  			depthColor [colorIndex] = 0;  			depthColor [colorIndex + 1] = 255;  			depthColor [colorIndex + 2] = 0;  		} // 遠すぎ 3m(Near)'4m(Default)-8m  		else if (distance == depthStream.TooFarDepth) {  			depthColor [colorIndex] = 255;  			depthColor [colorIndex + 1] = 0;  			depthColor [colorIndex + 2] = 0;  		} // 有効な距離データ  		else {  			depthColor [colorIndex] = 0;  			depthColor [colorIndex + 1] = 255;  			depthColor [colorIndex + 2] = 255;  		}  	}  }  
Magic Number,TiltMotor,MainWindow,F:\newReposMay17\geis_KinectSDKBook4CS\1_basic\TiltMotor\MainWindow.xaml.cs,ConvertDepthColor,The following statement contains a magic number: for (int index = 0; index < depthPixel.Length; index++) {  	// 距離カメラのデータから、プレイヤーIDと距離を取得する  	int player = depthPixel [index] & DepthImageFrame.PlayerIndexBitmask;  	int distance = depthPixel [index] >> DepthImageFrame.PlayerIndexBitmaskWidth;  	// 変換した結果が、フレームサイズを超えることがあるため、小さいほうを使う  	int x = Math.Min (colorPoint [index].X' colorStream.FrameWidth - 1);  	int y = Math.Min (colorPoint [index].Y' colorStream.FrameHeight - 1);  	int colorIndex = ((y * depthFrame.Width) + x) * Bgr32BytesPerPixel;  	// プレイヤーがいるピクセルの場合  	if (player != 0) {  		depthColor [colorIndex] = 255;  		depthColor [colorIndex + 1] = 255;  		depthColor [colorIndex + 2] = 255;  	} // プレイヤーではないピクセルの場合  	else {  		// サポート外 0-40cm  		if (distance == depthStream.UnknownDepth) {  			depthColor [colorIndex] = 0;  			depthColor [colorIndex + 1] = 0;  			depthColor [colorIndex + 2] = 255;  		} // 近すぎ 40cm-80cm(default mode)  		else if (distance == depthStream.TooNearDepth) {  			depthColor [colorIndex] = 0;  			depthColor [colorIndex + 1] = 255;  			depthColor [colorIndex + 2] = 0;  		} // 遠すぎ 3m(Near)'4m(Default)-8m  		else if (distance == depthStream.TooFarDepth) {  			depthColor [colorIndex] = 255;  			depthColor [colorIndex + 1] = 0;  			depthColor [colorIndex + 2] = 0;  		} // 有効な距離データ  		else {  			depthColor [colorIndex] = 0;  			depthColor [colorIndex + 1] = 255;  			depthColor [colorIndex + 2] = 255;  		}  	}  }  
Magic Number,TiltMotor,MainWindow,F:\newReposMay17\geis_KinectSDKBook4CS\1_basic\TiltMotor\MainWindow.xaml.cs,ConvertDepthColor,The following statement contains a magic number: for (int index = 0; index < depthPixel.Length; index++) {  	// 距離カメラのデータから、プレイヤーIDと距離を取得する  	int player = depthPixel [index] & DepthImageFrame.PlayerIndexBitmask;  	int distance = depthPixel [index] >> DepthImageFrame.PlayerIndexBitmaskWidth;  	// 変換した結果が、フレームサイズを超えることがあるため、小さいほうを使う  	int x = Math.Min (colorPoint [index].X' colorStream.FrameWidth - 1);  	int y = Math.Min (colorPoint [index].Y' colorStream.FrameHeight - 1);  	int colorIndex = ((y * depthFrame.Width) + x) * Bgr32BytesPerPixel;  	// プレイヤーがいるピクセルの場合  	if (player != 0) {  		depthColor [colorIndex] = 255;  		depthColor [colorIndex + 1] = 255;  		depthColor [colorIndex + 2] = 255;  	} // プレイヤーではないピクセルの場合  	else {  		// サポート外 0-40cm  		if (distance == depthStream.UnknownDepth) {  			depthColor [colorIndex] = 0;  			depthColor [colorIndex + 1] = 0;  			depthColor [colorIndex + 2] = 255;  		} // 近すぎ 40cm-80cm(default mode)  		else if (distance == depthStream.TooNearDepth) {  			depthColor [colorIndex] = 0;  			depthColor [colorIndex + 1] = 255;  			depthColor [colorIndex + 2] = 0;  		} // 遠すぎ 3m(Near)'4m(Default)-8m  		else if (distance == depthStream.TooFarDepth) {  			depthColor [colorIndex] = 255;  			depthColor [colorIndex + 1] = 0;  			depthColor [colorIndex + 2] = 0;  		} // 有効な距離データ  		else {  			depthColor [colorIndex] = 0;  			depthColor [colorIndex + 1] = 255;  			depthColor [colorIndex + 2] = 255;  		}  	}  }  
Magic Number,TiltMotor,MainWindow,F:\newReposMay17\geis_KinectSDKBook4CS\1_basic\TiltMotor\MainWindow.xaml.cs,ConvertDepthColor,The following statement contains a magic number: for (int index = 0; index < depthPixel.Length; index++) {  	// 距離カメラのデータから、プレイヤーIDと距離を取得する  	int player = depthPixel [index] & DepthImageFrame.PlayerIndexBitmask;  	int distance = depthPixel [index] >> DepthImageFrame.PlayerIndexBitmaskWidth;  	// 変換した結果が、フレームサイズを超えることがあるため、小さいほうを使う  	int x = Math.Min (colorPoint [index].X' colorStream.FrameWidth - 1);  	int y = Math.Min (colorPoint [index].Y' colorStream.FrameHeight - 1);  	int colorIndex = ((y * depthFrame.Width) + x) * Bgr32BytesPerPixel;  	// プレイヤーがいるピクセルの場合  	if (player != 0) {  		depthColor [colorIndex] = 255;  		depthColor [colorIndex + 1] = 255;  		depthColor [colorIndex + 2] = 255;  	} // プレイヤーではないピクセルの場合  	else {  		// サポート外 0-40cm  		if (distance == depthStream.UnknownDepth) {  			depthColor [colorIndex] = 0;  			depthColor [colorIndex + 1] = 0;  			depthColor [colorIndex + 2] = 255;  		} // 近すぎ 40cm-80cm(default mode)  		else if (distance == depthStream.TooNearDepth) {  			depthColor [colorIndex] = 0;  			depthColor [colorIndex + 1] = 255;  			depthColor [colorIndex + 2] = 0;  		} // 遠すぎ 3m(Near)'4m(Default)-8m  		else if (distance == depthStream.TooFarDepth) {  			depthColor [colorIndex] = 255;  			depthColor [colorIndex + 1] = 0;  			depthColor [colorIndex + 2] = 0;  		} // 有効な距離データ  		else {  			depthColor [colorIndex] = 0;  			depthColor [colorIndex + 1] = 255;  			depthColor [colorIndex + 2] = 255;  		}  	}  }  
Magic Number,TiltMotor,MainWindow,F:\newReposMay17\geis_KinectSDKBook4CS\1_basic\TiltMotor\MainWindow.xaml.cs,ConvertDepthColor,The following statement contains a magic number: for (int index = 0; index < depthPixel.Length; index++) {  	// 距離カメラのデータから、プレイヤーIDと距離を取得する  	int player = depthPixel [index] & DepthImageFrame.PlayerIndexBitmask;  	int distance = depthPixel [index] >> DepthImageFrame.PlayerIndexBitmaskWidth;  	// 変換した結果が、フレームサイズを超えることがあるため、小さいほうを使う  	int x = Math.Min (colorPoint [index].X' colorStream.FrameWidth - 1);  	int y = Math.Min (colorPoint [index].Y' colorStream.FrameHeight - 1);  	int colorIndex = ((y * depthFrame.Width) + x) * Bgr32BytesPerPixel;  	// プレイヤーがいるピクセルの場合  	if (player != 0) {  		depthColor [colorIndex] = 255;  		depthColor [colorIndex + 1] = 255;  		depthColor [colorIndex + 2] = 255;  	} // プレイヤーではないピクセルの場合  	else {  		// サポート外 0-40cm  		if (distance == depthStream.UnknownDepth) {  			depthColor [colorIndex] = 0;  			depthColor [colorIndex + 1] = 0;  			depthColor [colorIndex + 2] = 255;  		} // 近すぎ 40cm-80cm(default mode)  		else if (distance == depthStream.TooNearDepth) {  			depthColor [colorIndex] = 0;  			depthColor [colorIndex + 1] = 255;  			depthColor [colorIndex + 2] = 0;  		} // 遠すぎ 3m(Near)'4m(Default)-8m  		else if (distance == depthStream.TooFarDepth) {  			depthColor [colorIndex] = 255;  			depthColor [colorIndex + 1] = 0;  			depthColor [colorIndex + 2] = 0;  		} // 有効な距離データ  		else {  			depthColor [colorIndex] = 0;  			depthColor [colorIndex + 1] = 255;  			depthColor [colorIndex + 2] = 255;  		}  	}  }  
Magic Number,TiltMotor,MainWindow,F:\newReposMay17\geis_KinectSDKBook4CS\1_basic\TiltMotor\MainWindow.xaml.cs,ConvertDepthColor,The following statement contains a magic number: for (int index = 0; index < depthPixel.Length; index++) {  	// 距離カメラのデータから、プレイヤーIDと距離を取得する  	int player = depthPixel [index] & DepthImageFrame.PlayerIndexBitmask;  	int distance = depthPixel [index] >> DepthImageFrame.PlayerIndexBitmaskWidth;  	// 変換した結果が、フレームサイズを超えることがあるため、小さいほうを使う  	int x = Math.Min (colorPoint [index].X' colorStream.FrameWidth - 1);  	int y = Math.Min (colorPoint [index].Y' colorStream.FrameHeight - 1);  	int colorIndex = ((y * depthFrame.Width) + x) * Bgr32BytesPerPixel;  	// プレイヤーがいるピクセルの場合  	if (player != 0) {  		depthColor [colorIndex] = 255;  		depthColor [colorIndex + 1] = 255;  		depthColor [colorIndex + 2] = 255;  	} // プレイヤーではないピクセルの場合  	else {  		// サポート外 0-40cm  		if (distance == depthStream.UnknownDepth) {  			depthColor [colorIndex] = 0;  			depthColor [colorIndex + 1] = 0;  			depthColor [colorIndex + 2] = 255;  		} // 近すぎ 40cm-80cm(default mode)  		else if (distance == depthStream.TooNearDepth) {  			depthColor [colorIndex] = 0;  			depthColor [colorIndex + 1] = 255;  			depthColor [colorIndex + 2] = 0;  		} // 遠すぎ 3m(Near)'4m(Default)-8m  		else if (distance == depthStream.TooFarDepth) {  			depthColor [colorIndex] = 255;  			depthColor [colorIndex + 1] = 0;  			depthColor [colorIndex + 2] = 0;  		} // 有効な距離データ  		else {  			depthColor [colorIndex] = 0;  			depthColor [colorIndex + 1] = 255;  			depthColor [colorIndex + 2] = 255;  		}  	}  }  
